Channelid,subscribercount,channelname,total_estimated_revenue,total_views,video_count
UCGP3KldB4_YHB2YrqxKjcJA,41300,Miss Pooja Official,694.9,6949,1
UCvDhnCuWGd8iK5S_RbOfnbg,41200,Semiji Ke Facts,958.5,9585,1
UCRqyG8ZxXPdZx8FnCrf8D3A,41200,Q-Creator,29669.6,296696,1
UC2AxTBuT5rBH4ezr8D-I17g,41200,Aman Sharma 999,1069133,10691330,2
UCar0J4QSCKo07u2MBX665Jw,41200,A TO Z MUSIC,1773818.3,17738183,1
UCXCRLfgN9bXr9uAhrw0T4lQ,41200,Click Waala Clip,110980.6,1109806,3
UCKz7KkKF3oCxsyX4GtgSdHQ,41200,The Power Mathematics,27343.5,273435,1
UCuMN0p8OKU6kUqPF3Rcbc7w,41200,Bihari Husband Marathi Wife,618.2,6182,1
UC2-PrPp1wyVe5CbhSDD18lQ,41200,HARSHUU ENTERTAINMENT,5567.3,55673,3
UCyWoXKzvvS0N9cXKu0kXOuw,41100,Octopus Bangla ClassRoom,1588.4,15884,1
UCxLyBY2ZU4nur_vWTYLLang,41100,MS SOLUTIONS CLASS 9,129340.3,1293403,1
UCAB66AvB2OckdSuDxaF41ZA,41100,DNC Boy Funny,102178.9,1021789,1
UCqkDe2rgsrngK-VmCVgZ-UA,41100,kids education video,1210.8,12108,1
UCQy4B9e7zeBL-gAJ5c3XOCw,41100,ᴘʀo_ʟᴇԍᴇɴᴅ,19064.6,190646,8
UCOZ7terBQHYP8MZKMH289QA,41000,Master GK,193171.2,1931712,1
UCIhBw_VO206zNKXEVtDnzMQ,41000,Sing Ping Lyrics,94627.5,946275,1
UCKZ6WYBN8Qtr_BRMDZ-AFXg,41000,amo odia kotha,532354.2,5323542,1
UCNcTHRFtleIasscEESrukYQ,41000,Jayden Family Vlogs,190457,1904570,3
UCw_lHmJ_eu1J6eRe-hFEJDA,41000,Crazy shorts,1495646.8,14956468,4
UC7x5oYoTNNHEAB1bnXLXwKQ,41000,Gujrati Kitchen,4966.6,49666,2
UCAVaho4ATuyDPxGSzYGwt4Q,40900,Kanalezhuthukal,13344.7,133447,3
UCte1WRoF4XLGkr4lwTsqtcw,40900,salilacks,291733.1,2917331,1
UCz5nzaUJ8tkjPsErJunWFZw,40900,R Gujarat News,2751,27510,2
UCHmXB8OPpqi5-dMzFQsumIg,40800,Latest News,251337.9,2513379,1
UCeARwHQirqA-k-piwSNSMqQ,40800,Ranjana official 07,12084.1,120841,3
UCHa6UvKdANJtDgEf3KIZIBg,40800,Market Mood,12438.3,124383,1
UCAB9hWK43hpYBS_GDp3QJfQ,40800,Rewa Creator,7345.5,73455,2
UCUtIbBMsYpn92kxxUC-K8IQ,40700,Abhishek Zaveri,321745.5,3217455,1
UC1R6VJTMR4FdUYnoVPHvk8Q,40700,ISKCON Bangalore Sanga,135473.1,1354731,2
UCv7DOohhRqCNd7VzznxHLQg,40700,Meha Santosh,139.7,1397,1
UCEweT-obRgyq4TI4P7blbhg,40700,Pariprekshy,75827.8,758278,1
UCp-5aQ7IR49tzRRYel-IKyQ,40700,Marathi Guru,8546741.5,85467415,1
UCt2nN5ui73K_C6nAv5I-P1g,40700,JSPK Film Scope,2129.3,21293,2
UCTDGnxiGroDOFOPKNZcVI-Q,40700,Dipak Mack,1149491.2,11494912,2
UCXI0oofE657ZehTr25rpKjw,40600,Betterminds Tutorial,124603.6,1246036,3
UCkW3FHo8cL5AtoqbGNhF3pQ,40600,Mehfil-e-shayariii,3380299.8,33802998,1
UCCmnOhm1hFvOThxAEk4bNfA,40600,Medical Online India,639000.5,6390005,3
UC4RU1FneToojBEhs-YAf0UA,40600,Ru Ru,699112.9,6991129,1
UCaL10tuZXQpURxqH2o1C2Jw,40600,Seethal Sunilkumar,26.8,268,1
UCEdrd1Qff18GpaB1gSocl2A,40500,Kamar Entertainment,235201.1,2352011,1
UCLd9LcfSEdYaxnwVdB1DFfg,40500,DM.__.CREATION,437989,4379890,1
UCM2tdGSsY-gJkioWculBCQg,40500,Sradha Sampurna Entertainment,22825.6,228256,2
UCE4yvqboc9rRyqkUrzb7eVw,40500,Satya study circle,287.6,2876,1
UC1RbEZ3YeY8lVA7PzF902Kw,40400,Dk Gupta Tezz,11776.9,117769,1
UCbXvxAiiQjHerAZQf4OSsNA,40400,Urban Beats,12013.3,120133,1
UCgUK7lPcJq_BuxX2Euu0DNw,40400,Creative Munna,56565.7,565657,1
UCJt_fcwvE5YvKVe4wQpAEfA,40300,love is decent,155031,1550310,1
UCR7wOj8bigJF1Jylt_JNzJA,40300,ODIA GK FACTORY,368814,3688140,2
UCqcz-n6nhxkWR9VjEKZCYMw,40200,P 4 PLAO,19178.1,191781,2
UCHe3YiPh_QSUUoPlFFZBvDg,40200,GANESH 1,427280,4272800,1
UC9w2Sof14cmY_bhxIykErYA,40200,Muslim360,51374.4,513744,3
UC4qVMtJyn_xQmdKGo8AJJog,40100,Soul Family,3822.2,38222,1
UCAhh1KjrDC7FNxuVTVqWzjw,40100,@cutekusum30( kusumgurav),0,0,1
UCDxaTgUjihl5nkiEGIb7Jxw,40100,Tamil with sureka,578568.9,5785689,1
UCv28C4EXQ3aHzEtrpmVv4Ug,40100,JOLLY ASSAMESE,512675.1,5126751,1
UCc5wL1orqRJ9YRUKRYQFCMg,40100,dj aman vlogs,9655.1,96551,1
UCAf_bjiApEWUVmvN-20gBHw,40100,Bhakti Telugu one,970.5,9705,1
UCWo2xPTf3IGFO-Fi8K-PzhQ,40100,Bhubaneswar Food Vlogs,101860,1018600,2
UCC7Wc5BbRMCfTFcRT-nSomA,40100,Digital Science - Malayalam,137212.1,1372121,2
UCrHYdmSJwTHoyUUonyL9UkQ,40000,Yogamarathi,83017,830170,1
UCqkP0_IODSoDwdF8suN0aiA,40000,Apex Punjabi Movies,529.8,5298,2
UC6RHMJ5_0Up6zkqdHKnuPLA,40000,Miss Rosokii,486.5,4865,1
UCpHZ2Qxg6S3x_q4CxkCfvFQ,40000,studytips2023,2294.7,22947,1
UCzQ0nw7uz0dRcO5VKzDwmlQ,40000,manjeet max,44496.4,444964,16
UCS8K4v5hhxK6PaaKPngz8Ng,39900,PRATIKSHA PATIL,719779.9,7197799,1
UCi8LOVhGl3wimG-bb8TKzAQ,39900,Zero Shiksha,13152.7,131527,1
UC1Q6RHLtInxY3QuUGnQTAOw,39900,Taste Ka Teer,3086.3,30863,2
UCF933kugnsnLM4VXrpBXqkQ,39900,KANNADA GK ADDA KANNADA,79754.6,797546,1
UCoz9HnpbQSqTFSLxcO7vFvA,39800,Medicos Info,2285,22850,1
UCEaZQxT8sHuOJValCrPm8rQ,39800,Snickers India,52592.2,525922,1
UCqNABs8Bu3BJe9o-R-SDp_w,39700,JIBON JATRA OFFICIAL,301529.1,3015291,1
UC5ETuecZVWCaLepBDPFcwgQ,39700,Mystery Mindset,17990.2,179902,3
UCwtbNwn0zQHkYcjMmwlBWrw,39700,Real Ronak,39504,395040,1
UCX5rlDlscHOPJ3FpB-Anq_A,39700,QM tv,52469.9,524699,1
UCiv29aPakRhLWi5HAVaHowA,39700,Erudition Assam,52.9,529,1
UCck0rnbRJgfJ6E6D585dsvg,39700,RK COMP U WORLD,33035.7,330357,1
UCos-HIufISxADuNc6EOb-7Q,39700,ASR Education,12.9,129,1
UCJclobRBiRpLqzZyfOBNw3A,39700,PORBANDAR NEWS,13020,130200,1
UCQlLsRbX5g9GJ0cFHsj4B7g,39600,Kusum Kumar,2834.4,28344,1
UC2RlyICuD0T5q_oWrg4G8jw,39600,Raees Mohammed,118301.3,1183013,1
UCeRo1Fr_7yrKYU5HryVVnzA,39600,SUPER SUN,410710.6,4107106,1
UC0eRpduk1V9L0Nhn8wFti7A,39600,Digi Shreeyansh,180472.7,1804727,2
UCWd05LOES5w2SXifJqDvx6Q,39500,Mallu Star Vlogs,994861.4,9948614,1
UCKPC7NFXvknF9Zy25qulgyA,39500,Perfect Solutions Casting Agency,753.8,7538,2
UC6tW2-gsR8j-xSJ12iUEiWw,39500,Diva Occult,7344.5,73445,2
UCSsqRBw3Fh2v0bu2T7XmrXw,39500,KUMA - Turkish Drama In Hindi,27550.5,275505,1
UCLwIkcAfJ_OBD9-GJyPPOAg,39500,Study With Shalini,128820,1288200,1
UCboTgMJWMZ4G5HG85Z7lZ3w,39400,Azhaguvel,2463.6,24636,3
UCVLuG-EtwnhnVAhHLQwNdrA,39400,Public Viewpoint,24512.4,245124,1
UC4MRzOhM93qdElMxzavRNQg,39400,நாம் தமிழர் தொலைக்காட்சி,793.8,7938,1
UCGm-2itp14AkpbyB_vkFpyA,39400,Tips & Tricks By sagrika,573.8,5738,1
UCLJI77sedkt78Zhj6nquWAA,39400,Top Bhojpuri 19,39413.5,394135,1
UCeL1rMPetLGoGhNqzGPYbCQ,39400,Yogesh Kulkarni 07,784276.1,7842761,1
UC4E8lsMnXWW0yTNBylxjW5A,39300,Telugu Bible Audio,36,360,1
UCt9eHN3fWnjLVMJP2eCrj0w,39300,Raushan Shorts 545,298.2,2982,1
UCCVEgli7K_QXlQDJih-KI-A,39300,Anju's Science,110047.3,1100473,3
UCd0QPwP8wvmiaFaaimzfjtA,39300,Old is Love,115582.9,1155829,2
UC6cJNXnvB8tBK-b3hqGWleA,39300,Kalyani Ariyan Entertainment,114425.7,1144257,1
UCGZnT1h9dyw7vue7hxCStMg,39200,Bhakti chhand ( भक्ती छंद ),104049.6,1040496,2
UCbnF8hTbIAfE6dlyq1A6_Rw,39200,Chemistry By Praful sir,193517.7,1935177,2
UCrl6CQXXk7S1fGd9VcFfCnw,39200,Anime boy india 2.0,391416.8,3914168,1
UCXM71BMTQdoTPpgxo98MzCQ,39200,Kishan Hapa,80365.2,803652,2
UCjOo-Pn1btYVi2N-tYYftcg,39200,STUDY KANAJA,43721.7,437217,1
UCYiCAqNWog7omDhkYoPFR-w,39200,Dream Yuga TV,82166.5,821665,2
UCfeGtbZMwpMjOlFYZBSMG3Q,39200,Rizwan Malik TV,862128.2,8621282,1
UCagFJscEEy3A8aq5l-bouFQ,39200,Great Gujarati,404956.3,4049563,2
UCBVgn-zKYysaeLuZXu6tCrg,39200,Asad International Academy,661483.8,6614838,1
UC3ZV16RdWfCEKKvMeie1HDQ,39100,Shamonte family,382.8,3828,1
UCorsWAF7N6jGiAquB2doBNg,39100,Khatarnak Kannadiga Gamer,471733,4717330,1
UCxraim8JEVjhh07L6WbLuFg,39100,Siam Akonda,227.6,2276,2
UCJSMT7HZIgd7XK9msKNQNFA,39100,sweet_hearts_official_,675.9,6759,2
UCh9y-Nn1DPBNrvLZ1yXvLTA,39100,sk dancer 9999,144182.5,1441825,8
UCNZqbBhm3Ho4LH0p97JKPWA,39100,Satyam story,520.6,5206,1
UCN3Oe6DSRnvQPIIfH7N-Y1w,39100,JUST LISTEN IT,1912.6,19126,1
UCqWAOKt9AjrmxgAR_QLV_vA,39100,Ultron17 YT,106827.8,1068278,1
UChvRfWdgqMQZBqWCAR0eTYQ,39100,paasadani Animation,10856.4,108564,15
UC_2Kn0XjdJToUWLGbGXxpkA,39100,Domi Anime,24808.5,248085,1
UCZWa3q0RzQXT0UjVczj-Uew,39100,Dancer prince_mix,235911.3,2359113,1
UCJnP7MH6c_XcH8nyc272-gg,39000,Dream Cinema World,48935,489350,3
UC5qdiHczl3-D07XhbwqWi7w,39000,Subhu Qutu Entertainment,75079.5,750795,3
UCECvfiupxeZUtlz9TvLjQcg,39000,Sunanda Chakraborty official,248,2480,1
UC3GtCkLRii0cc7e3t64tGQw,39000,Samaapti Reels,2200.9,22009,1
UCxnbvdOICjAKZDU8_YXGduw,39000,Cartoon Canvas Bangla,391171.4,3911714,1
UCr3mCYiixEc5QQqin55RO2w,39000,SHAHID_YT255,16004.4,160044,1
UCE6-UdRIbU1qGuTkdpQCzZw,39000,Polash editing,13610.3,136103,1
UCPv9rg5vWMjwRbwvX4fxn8w,39000,Technnu,372324.7,3723247,1
UCHf-htlRRgVELIQwbNhAo-Q,39000,CA PARASU RAM,15954.5,159545,1
UCHzjk3LVOprdyMd9C3EeSiA,39000,venkatesh h pujar,2593659.3,25936593,1
UCHHmwtNi1xqvsGBHAfNsB9A,38900,Deepu Mind Mechanic,287674,2876740,1
UCtBh6ee43rkVFNiQRBooZDQ,38900,Bollywood Junction,0,0,1
UCYx4REr4u7oipXdIPGKmX8g,38900,Vera mari,117657.8,1176578,1
UC_Vhc7lFGSePCyaF3UlaRwQ,38900,Take a Movie,15533,155330,1
UCC5dzYAEJB_A1f5qfoCxvaQ,38800,Qazi voice in Urdu,5900,59000,1
UCJdCt1RV7BC8qd76nIifHIg,38800,Spirituality in Kannada,22064.6,220646,1
UCKtX45jF4t9G4iSvRR9jB1g,38700,Puzzpaa,536552.7,5365527,1
UClK1Fl3iYQON8osMUcdQ1zg,38700,SEE EXPLAIN,84985.3,849853,1
UCOlkful-j4ma4PsOLcGbBLA,38600,LiveOllywood,1368712.3,13687123,1
UCUc4sO8r0f7gh602obuqaUw,38600,HABIB 46,782.4,7824,2
UC0aI6unsKsRdTOFR2VppNzw,38600,Krishna mayur life,192214.1,1922141,1
UC_qmvoeCatCGW3Q-AiRQGJA,38600,HD Cinema Official,789.8,7898,1
UCJxW30G-HsJKzDBXnTrf3sQ,38600,KHUSBU'S DREAM CANVAS,61141.2,611412,1
UC_5QGRu_BbKIE_hQdvoQaNA,38600,suraj singh golu yaduvanshi,23838.4,238384,1
UCJEjywSlgLZCR-a69H2hpEw,38600,M and MM PTE / NAATI,16117.7,161177,1
UC22n0UO2OGoMbfbiOrTucDg,38500,SMASHBengali,54955.8,549558,9
UCDMHViG_78wrQ_wyU0JvOtA,38500,Assamese Music tune18,14437.7,144377,6
UCF9G-sQnCpIow2odX5TrG3A,38500,Ka35Boy,97382.7,973827,1
UC20Sk7SVG0TtMakmBy7Lwxg,38500,Minix mashup,387510.9,3875109,1
UCewdJP5Tl2CXqOZp2-ofwqQ,38500,babloo blogger odia,79990.5,799905,1
UCx5xzAgJltrfExrYRBHLhXw,38500,Verma86Records,1644.2,16442,1
UCylXZRF9PTETBK_bUOY4MDg,38400,Kollywood 360(2.0),253810.3,2538103,1
UCeO-ihYyabTeNEg2McFMOGQ,38400,JANAMTV,36463.8,364638,1
UCbQnyC5oegTpwyLQpJX_IWA,38400,Chiku Shooting Videos,65995.7,659957,1
UCTdvMKd29ZHsa2Z0W3gZyew,38400,Odia Life In USA,167.1,1671,9
UCeiONja3XFguQ5YuLV_yBAA,38400,taebunnyie,3407.9,34079,1
UCub7fhvZaz_VJn4y8pHNXfw,38300,Bengali Guidance,343282.4,3432824,1
UCxq6YifZU7zzK-JmQGpEJaA,38300,The Samuels,1730612.8,17306128,1
UCgIrgJRUY6tlL2Rfhk92-zA,38300,Sports Zone 88,130137.2,1301372,1
UC7rcwdd9PY4NxamIoo7YbkA,38300,Chill Mallu,6515.4,65154,1
UCzBP8shKbwJS8kLe8XCVjGA,38300,Nepoleon bengali vlog,30538.4,305384,1
UCi0aRFMNUEA7jnwtt3da3hg,38300,Headfone Originals,540.1,5401,1
UC92nMLV2biARuaecNA_HoBA,38300,Kali Digital N,1048560.3,10485603,1
UCO7FDTzKoSYL3hrar3zjIYw,38200,GayanVander,3152,31520,1
UCrMdl1oXLzzFd1Lt-w_M2zw,38200,Mix Masud,6194.2,61942,1
UCJ7nYRElukDKoLzVQP0EDuA,38200,SR Shorts,13682.2,136822,1
UCaBEaxbiubDdVQOs1rdWnVA,38200,Akhil vlogs rabha,3134.5,31345,1
UCH5-H89X7psSq6iZ2H3KBUQ,38200,YOGI EDUCATION GUJARAT,14935.4,149354,1
UCuIlXuKr3-Et-y5I-NmeoXQ,38200,ᴋɪɴɢ sʟᴏᴡᴇᴅ,1035.8,10358,1
UCSz4-q5TLFNIelQUxjLQhkQ,38200,Gujju Weather,600851.9,6008519,3
UCQWPgeJVcn1iA4hD_WkKaXQ,38200,Western Vibes Studios,523.3,5233,2
UCSy6pQHNRLH6HwKYWCsTgng,38200,MR BISWAJIT,61266,612660,1
UC2h7KZCWifrjP-EvuiL3DjA,38100,BEST URDU ISLAMIC WORLD,3574.7,35747,1
UCC9hcwZE3D4X2O21f29Y1PA,38100,Rap Killer,5264,52640,1
UCgPpb-1XjWm2zk3SJIyo89Q,38100,Trend Vibes UK,33116.5,331165,1
UC03teAvI7o3A9MOC6wyCPOg,38100,Aural Writing,1707.9,17079,1
UCaif_sGD0iJkNLuDs4I18yA,38000,Kavita Chauhan,46793,467930,1
UCZ1fKRJGiFmgQabmlISv9Sg,38000,CineMax Malayalam,9101.1,91011,16
UCCdZGZGZfOQO1dpqLP5L1CA,38000,Sachin Chauhan,605876,6058760,1
UC6Xyt67pBPAFov3ZR97V_RA,37900,Laddu Official account 7k,1294.9,12949,1
UCszrQkN-8lPOIUKJD-PrOWQ,37900,Movie Mania,1033258.1,10332581,2
UChGh7yYcTEzartx-2SXMNoQ,37900,M the world,596481.3,5964813,2
UCShw5GL70Cn98iCKpA7X1Aw,37900,Globe Trek,5105.7,51057,1
UCPNjxhhg7iNWHPnspzjY2VA,37900,Nahar Home Writing,61269.7,612697,1
UCXJD-Un4SX7GhJfeOIDAd0g,37900,Tassa Joe,156538.8,1565388,2
UCJWVwIiZTYjReeh4X0ZHazQ,37900,Ajay m bhuriya,37640.1,376401,1
UCPeDyJBzXTbMstYBXQcZ3Tw,37800,Funny Bunty,601.4,6014,1
UC_DCVSgqYjI0urCmM7Yz_kg,37800,Shree jagannath odia motivation,178421.1,1784211,1
UCZzEy1bAsuS0RYPN53XLdZw,37800,NP Creator,100943.2,1009432,1
UCPBsIc6Xf6Oo6VnZPC1fs0g,37800,Infinite World of GK,539147.3,5391473,1
UCjDPzpwImZhYgW8sz-1mtpA,37700,Tamil cut videos,37904.9,379049,1
UCyEyb1vzrpEXPxhwuxdv9HQ,37700,Faltu Comedy Vlogs,478.2,4782,1
UCkOBN7rYc30UpfofyDSJbGw,37700,Love Bliss,8193.9,81939,1
UCXTtMTZVqXb7BliFd-eJtwA,37700,AVSR STUDIOS,529.4,5294,1
UC3IACLfTF3q7rd6xl0sAqdg,37700,आपला आवाज,6990.2,69902,1
UCqwJ1VI10nrTjlF9_6BHXrg,37700,Carry On 5AB,3750.7,37507,1
UCI-OfqujuggfERQWsH0V4nQ,37700,Priya Emotional Zone,33612.5,336125,1
UC18ePei14POWuf5Noq4GP9w,37600,Boss life studios,17779,177790,3
UCGiVHSjRud7Krhhak00GbsQ,37600,Jidzz,595.3,5953,1
UCzQzpKqCbaykCMgDvHYx8GA,37600,ROYAL_SATARKAR_01,47157.5,471575,4
UCCDCDmvYproW8brpk3FsWhw,37600,Gunjan's Kitchen,595627.6,5956276,1
UCVpE19jubzP2TAOE5FBtg1Q,37600,Rajdevi 2.0,13680.5,136805,1
UC5uqFBE5b-tNiue_JkSzsJQ,37600,Homeo Health : Dr. Jyoti,40819,408190,1
UCyID6F2zHOt9OfAGZDFuRiQ,37600,ArtPencil,354231.1,3542311,1
UCk0AHFk2aQYy8rA5LEchDOg,37500,B-PRO,345849.6,3458496,5
UC3MVGbuB_EixyzSy89pC-FQ,37500,Farhan Hossan,273708.3,2737083,1
UCC9UdRgYjUjY4-mOB9OBZ5Q,37500,AEC Plus,28773.7,287737,1
UCR64Ub9MxDMYlH2Rcj2z_2A,37500,Yt Chandni,11909.4,119094,1
UCWhXm0YyXr3oHaKxfYGsrZg,37500,Grace Media,628.1,6281,1
UCRJcYagsC4BrWabBlq4C5pw,37500,SRIKANTA INFO,4770.6,47706,1
UCL0byhAFd_tQbW-y6pNlo2Q,37400,Cinematic Launda Reviews,2043760,20437600,1
UC0tdEVCYqGQatk_eba1qtAQ,37400,Dj Raju Rambhila,2292.9,22929,2
UCL7pIhB5wXcIkBuUNVWeC9A,37400,Gaming Thunder Volt,3720.2,37202,1
UCynDwj4xl81aXEDBmKyw-tA,37400,Dileep Fans Club Official,48631.2,486312,1
UC_IzdnKHm87j816NzbPtfJQ,37400,পুতুল সোনা,2344.5,23445,1
UCYWKRBQ7lrnEICY5y6jCeGQ,37400,BMF MUSIC BHOJPURI,17593.7,175937,2
UC5gR9zeEsk76ebNBvoB1BQg,37400,Y Kids Camp TV,48750.6,487506,1
UC2Rb3EZfDXX-_EOG3ufZJEw,37300,Sadabahar Hindi song,415876.4,4158764,3
UC9p5WR-gClS_By6bqtoedtw,37300,𝐒𝐓𝐎𝐂𝐊 𝐈𝐍𝐍,73531.1,735311,1
UC7UWVqeJEbklBr-QBv-pWLg,37300,Tech Knight,4073.8,40738,1
UCAhzIjAXFRxWwRvB0RvhqvA,37300,Buddhu Buddhaprasad,13098.3,130983,1
UC0_8AURorogOHl_lAujxE1Q,37300,eSikhya,102281.7,1022817,3
UC1wTf977cDUHZXfdDyQvFPw,37300,Look Say & Learn,1397660,13976600,1
UC_BTwfKtjdgKym633jESVPA,37300,Electrolesh,111243.4,1112434,1
UCKah213mCKE4MzLiR0JPYvw,37200,Life Support Friends,3068.2,30682,1
UCEBPrYXJWXXM2FcYT83zlzg,37200,Vadivelu Thrones,103608.6,1036086,1
UCJPfvbTHM6c0eF4FR2zetsA,37200,Khatri Educare,19071.1,190711,1
UCW0vpGb_rLhoi2iqxap6tjQ,37200,NamesKaPitara,1917497.3,19174973,1
UCp1UhbS2KzQwLnsoDWabDQA,37200,Harpreet Kaur khaira,8270.3,82703,1
UC2Y5122nH-UOZPrKgU7JA9Q,37200,‼️亗ㅤᴍᴀɴɪꜱʜㅤ×͜×,18512.9,185129,1
UCwDQ1FrsHICIw74jKhKyrOg,37200,Maahi Queen 👑,575175.7,5751757,1
UCQGJQvbl52xzTy49_2REpyg,37200,CRAZY MUSIC STUDIO,360016.8,3600168,2
UCtUsyyzVQK1jeUh28XVadrw,37200,Explore With Cherry,26213.6,262136,1
UCk6bU1DDfDLsPo0mBjuZ9zA,37200,Hindi Learning Bangla,585390.6,5853906,8
UCogGQ-hhVdsA3AP1mFgX72w,37100,ZonaFutbol,49739.1,497391,2
UC8afBh3WeFnxFyW5XQBARcA,37100,Nutan home kitchen 🏡,3989,39890,1
UChXSEAYlVUqTWyPoEpdCUVQ,37100,tarakrp9,13105.4,131054,1
UCya2BUtfNj3wdZStCr_5iUg,37000,Sradha Digitals Music,16282.8,162828,1
UCFIYPNtI-j2PRJ7jw6BO0tw,37000,Bipin sk Music,69120.3,691203,1
UCuATiNY4evHtW8QJybDnXJA,37000,SK CREATION,162897.6,1628976,1
UCEr9we_zvl5qRWNSOP4fylA,37000,Bai G,333691.2,3336912,1
UCcSXMIKQXcyhPP0dqLueZlg,37000,Shorts Axom As 07,835107.1,8351071,1
UCyHkMHQVC3qJcxGuWjn1hkQ,37000,tibin joseph,808376.9,8083769,3
UC09rVplYRNX8K1aqueEQOGA,37000,AG Kid Academy,25197.4,251974,1
UCt0RTHsrYnjbU61qTaDPCVQ,36900,Gujarati Vlogger Kuldip,69.6,696,1
UCK9JM6SlHRmcIf67yiPwOKA,36900,Zubair Production,144070.9,1440709,1
UCNjXAaC7J8PgzS4oCCpUrMg,36800,Krv Creations,431868.8,4318688,1
UCWKf2qBDfMdKNKf_Zcn427A,36800,Gujarat Education,157025.5,1570255,1
UCPhWMm5DdcKErIMESW8PYbA,36800,News8 Telugu,194000.1,1940001,1
UCSTw--4TAUg2glyfLYlNfyQ,36800,rakesh bhai7543,32363.7,323637,1
UCxwKdoOW_pLVuCBLOowmIgQ,36700,Shahbaaz,599831.4,5998314,1
UCitLIyGz-JQm1M8dsOHMAzw,36700,SnehaTutorialz,174707.5,1747075,2
UC4sk2D1W83SohfOszP8gbnA,36700,Pastor J Venkatesh,223609.4,2236094,1
UClTFC6zpKYPeiTzHTCEfYAw,36700,THE KRISHNA STUDIO,1006382.8,10063828,2
UCl3lDtmfU3pnlUZKaeyXVKQ,36700,LIFFE ON GUJARATI,5612.2,56122,1
UCqNfvvqUlfaXFvCN0YIDLzw,36600,Nesz,155.1,1551,1
UCPrOeV4S1lGM1dDMv0pKixg,36600,Mohit Joshi,18503.7,185037,1
UCzcw9UeUuLjmvT1xtRsyMLQ,36600,Kannada Tv Series,1645.4,16454,2
UCEIMRwT7htqKoQdp6w5vNJA,36600,KalaKatta Prime,1084.2,10842,2
UC0ESqQ4V_THuPOURt-MXWxg,36600,Clever Kids,23943.6,239436,1
UCob4uHZ8RMbG9UTIdERQLRg,36600,Desi Jaatni vlogs,106059.5,1060595,1
UCyXShKXqkjYPizZoZA11lkQ,36600,SS MUSICAL TROUP,1534488.5,15344885,1
UCJK3gh_y3aFVqE2Qml84J2A,36500,Mr Movies Explainer,874.4,8744,1
UCnJC6cyq_4VX2eLQvjbTi1A,36500,Mache Fact,325.7,3257,1
UC0z1H1oA-RyaxQgRIY565jg,36500,Royal kashibai comedy,896960.6,8969606,1
UCJhFQiVJc7BaVbv4Y4pRdLw,36500,The Pink Purple,130.6,1306,1
UCKyu869u1gNC_PvRdZsOkDQ,36400,Harry Sharan Studioz,23680.1,236801,1
UCUhAm2buzKLhnL6ctVg_hxw,36400,Paro Yadav,3340.7,33407,1
UCInITVcBLqtOVLmSf7DpbYg,36400,Vicky Mokawat,821859.8,8218598,1
UCmykhFnsICi8MJdotAvo-gA,36400,Khan Tv Official,32038.4,320384,1
UCp0tfEonXxohYSVNXCsUd2g,36400,RHT.Calligraphy,848986,8489860,1
UCCyX9B9KYwj219dnkxP-U_g,36300,Sunix Kewat,502923.3,5029233,1
UC5jDyxFeKIDrm0eTckGWviQ,36300,Akansha dube,39128.7,391287,1
UCHMo1igwURbjNryEb-wyXPw,36300,DJ Sauga,3921.2,39212,1
UCHyJXGLaZFyNedRD4at49FA,36300,Melody Records,299383.2,2993832,1
UCSR51oIkKAgYpRKKS5Z1kgA,36300,Vikas Dancer Yt,6343.4,63434,1
UCwRpfmLI_N2V1obYAsCnADA,36200,GLOBAL GENIUS,173728,1737280,1
UCy0i1Nc-dD6hHVUOprSr7GQ,36200,ARMAN_CREATION,12446.4,124464,1
UCxd3xI1hVnuU2KcP63AqF-g,36200,Stories Ocean,1859722.9,18597229,1
UCwm5WIXVMCaDG80Wt0R7BfA,36200,Exam Teacher 98,470648,4706480,5
UCe3NF5dsW0oOAdqFrrFvArg,36200,Rams Range,80270.4,802704,6
UCHDwHvpo19bLdD3SlsQn6Gg,36200,Sachin xp,114196.7,1141967,1
UCu_Y-wquO5yjH0Y3t_jndgA,36200,Rocking World,42512.8,425128,1
UCU_8oDbCKP-6V8Ga86QKnwg,36100,Ro-Artz Music,685403.5,6854035,1
UCWJwF_B9VnXgWQmg2fvKldg,36100,Manish Aawara Dance,104.3,1043,1
UClu3I-R4f2WT8qUpObOZrYw,36100,Telugu Experiments Fun,121339.7,1213397,2
UC1CYBIsKT56UJNhFkNUBiEA,36100,eternaL,86763.3,867633,3
UCPE23d0RPLYtrt0rp3PPGhQ,36100,V Lyrics Church Hymns,126556.9,1265569,1
UCrMYKoM9YtmLKpmjKPeA-4Q,36100,Sawan Dutta / THE METRONOME,3366.5,33665,1
UCnLJAp8DV-YzDbfXkHmXEMw,36100,Pachu Kumar,2732.1,27321,1
UCyrB_3r_xxn9YJvuzq0MAQQ,36100,Sorya Gatha,596,5960,1
UCbY7A8UpMCD6Wl3c2EEHY7g,36000,BABA MUSIC,2770.8,27708,2
UCnnj_4RRNW4cSkIWoqGxQNQ,36000,Redmug 2,310799.7,3107997,1
UCaM9-AiJz6Dp3znj_nT-y6A,36000,விருதை பசங்க,777787.2,7777872,3
UC_Q1jAFh5BdD5elIuvN3-_Q,36000,Black Leaf Music,41212.9,412129,1
UCvgB7RqC1KVoz5Wrcfemo1w,36000,Muskan 아미,137562.6,1375626,2
